code,title
80001,Detective and investigation agencies
80002,Security services
80009,Security and investigation activities n.e.c.
81211,General cleaning services except households (including cleaning of public areas and janitorial services)
81212,Domestic/household cleaning services
81291,Pest control services not in connection with agriculture
81292,"Maintenance of swimming pools, spas and fountains"
81299,"Other cleaning services n.e.c. (eg cleaning of trains, buses, aircrafts, industrial machinery)"
81300,"Landscape planting, care and maintenance service activities (eg garden installation and maintenance, grass cutting, tree felling, pruning)"
82110,Office administrative services on a fee or contract basis (eg billing and record keeping)
82191,Stenographic and secretarial services
82192,Duplicating and photo-copying services
82199,Other specialised office support activities n.e.c.
82200,Call centres
82301,Exhibition organisers
82302,Convention/conference organisers
82303,Event/concert organisers
82304,Exhibition stand contractors
82911,Debt collection services
82912,Credit rating agencies
82920,Packaging activities
82991,Activities of auction houses
82999,"Other business support service activities (eg junkets, administration of loyalty programmes)"
84110,"Executive, legislative and other general public administration (eg istana, parliament, tax authority)"
84120,Public administration of economic and social programmes
84210,Foreign affairs
84221,Armed forces
84229,Defence activities n.e.c.
84231,Judiciary and related services
84232,Police
84233,Prisons
84234,"Other places of detention, correction and rehabilitation"
84235,Civil defence
84239,Public order and safety activities n.e.c.
85101,Nurseries and kindergartens
85102,Primary schools
85103,International and foreign system schools (pre-primary and primary)
85104,Schools for the handicapped and educationally sub-normal (pre-primary and primary)
85211,Secondary schools
85212,Junior colleges and centralised pre-university institutes (post-secondary non-tertiary)
85213,International and foreign system schools (secondary and post-secondary non-tertiary)
85214,Schools for the handicapped and educationally sub-normal (secondary and post-secondary non-tertiary)
85215,Commercial schools offering general secondary and post-secondary non-tertiary education programmes
85220,Technical and vocational secondary and post-secondary non-tertiary education
85301,Polytechnics
85302,Universities
85303,Teachers' training institute
85304,Commercial schools offering higher education programmes
85410,"Sports and recreation instruction (eg yoga, sports, martial arts, diving, aerobics)"
85420,"Music, dancing, art, speech and drama instruction"
85491,Corporate training services and motivational course providers
85492,Language instruction
85493,Driving instruction
85494,"Academic tutoring services (eg tuition centres, private tutoring services)"
85499,Other education n.e.c.
85501,Student recruitment agencies
85502,Examination and accreditation agencies for education services
85509,Educational support services n.e.c. (eg tuition matching services)
86101,Acute hospitals
86102,Community hospitals
86109,Other hospitals n.e.c. (eg psychiatric hospital)
86201,Clinics and other general medical services (western)
86202,Clinics and other general medical services (non-western)
86203,Specialised medical services (including day surgical centres)
86204,Dental services
86901,Medical laboratories
86902,X-ray laboratories and other diagnostic imaging centres
86903,Ambulance and medical evacuation services
86904,Home healthcare services
86905,Dialysis services
86909,"Other health services n.e.c. (eg rehabilitation activities eg physiotherapy, chiropractic, speech therapy)"
87010,Nursing and personal care facilities (including nursing homes and hospices)
87021,Residential care services for the elderly (eg home for the aged)
87022,"Residential care services for children (eg children�۪s homes, orphanages)"
87029,"Other residential care services n.e.c. (eg crisis shelters, halfway houses for substance abusers, residential care services for the physically disabled, intellectually disabled and community mental health patients, etc)"
88101,"Social services for the elderly (eg befriender services, meal services, drop-in centres) "
88102,Social services for persons with disabilities (eg day care centres for persons with disabilities)
88911,Child care services for pre-school children (including own-account babysitting)
88912,"Child/student care services for school-going children (eg before and after-school care centres, student care centres)"
88913,"Social services for children and youths (eg youth outreach services, adoption services)"
88919,"Social services without accommodation for children, youth and families n.e.c."
88921,"Community centres/clubs, community development councils and related activities"
88922,Residents' committees and residential associations (including citizens' consultative committees)
88929,Community activities n.e.c.
88991,Job training and vocational rehabilitation services
88992,Charitable and other supporting activities aimed at humanitarian work
88999,Other social services without accommodation n.e.c.
90001,"Production of live theatrical presentations (eg stage plays, musicals and theatre productions) "
90002,Theatres and concert halls
90003,"Operas, wayang and puppet shows "
90004,"Orchestras, musical bands, choirs and dance groups "
90009,"Dramatic arts, music and other arts production-related activities n.e.c. (eg stage, lighting and sound services) "
91010,Libraries and archives activities
91021,Museums
91022,Art galleries (excluding retail)
91029,"Preservation of historical sites, buildings, artefacts and paintings, cultural villages and other related activities n.e.c."
91030,Botanical and zoological gardens and nature reserves activities
92001,Horse-racing and other betting activities
92002,Casinos
93111,Fitness centres and gymnasiums
93119,"Operation of sports facilities n.e.c. (eg bowling alleys, tennis centres, billiard halls, football stadium)"
93121,Sports clubs/associations
93122,Martial arts and pugilistic clubs
93129,Activities of sports clubs and related activities n.e.c.
93201,Amusement theme parks
93202,"Game arcade, online game aggregator, lan game operators and gaming centres"
93203,"Cabarets, night clubs, discotheques, dance clubs and karaoke lounges"
93204,Recreation clubs (including country clubs)
93209,Other amusement and recreation activities n.e.c. (including recreation parks/beaches and recreational fishing)
94110,Activities of business and employers' membership organisations
94120,"Activities of professional membership organisations (eg medical associations, law societies, accountancy bodies)"
94200,Activities of trade unions
94911,Churches
94912,Mosques
94913,Buddhist/taoist temples
94914,Hindu/sikh temples
94919,Activities of religious organisations n.e.c.
94920,Activities of political organisations
94991,"Philanthropic trusts, foundations and related activities"
94992,"Ethnic associations (including clan associations, huay kuans)"
94993,"Associations for hobbies, recreational, cultural and extra-curricular activities (eg scouts/girl guides association, book clubs and photo, music, art and craft clubs)"
94994,"Student/alumni bodies and related associations (eg parent-teacher associations, old boys' associations)"
94995,Organisations for the protection of the environment and animals
94999,Activities of other membership organisations n.e.c.
95110,"Repair and maintenance of computer hardware, data processing equipment and computer peripherals"
95120,"Repair of communications equipment (eg mobile phones, fax machines and communications transmission equipment)"
95210,"Repair of audio and video equipment (eg television sets, radios, tape recorders and players)"
95220,"Repair of domestic electrical/electronic appliances except audio and video equipment (eg refrigerators, washing machines and room air-conditioners)"
95230,Repair of footwear and leather goods
95240,"Repair and restoration of cabinets, furniture, upholstery, window shades and other fixtures"
95291,Repair of bicycles and tricycles
95292,Repair of watches and clocks
95293,Repair of jewellery
95299,"Repair of other personal and household goods n.e.c. (eg cameras, musical instruments)"
95301,Repair and maintenance of motor vehicles (including installation of parts & accessories)
95302,Car washing and related services
95303,Vehicle inspection and valuation services
96011,Laundry and dry cleaning services except coin laundries
96012,Coin laundries
96021,Hairdressing salons/shops (including barber shops)
96022,"Beauty salons and spas (including slimming, skin care and hair care centres)"
96023,Manicure and pedicure services
96024,Massage parlours and foot reflexology
96029,Beauty and other personal care services n.e.c.
96030,"Funeral and related activities (including embalming, cremating and cemetery services, upkeep of cemeteries)"
96040,Wedding and related activities (including bridal studios and wedding planners)
96091,"Friendship, match-making and dating services"
96092,Social escort services
96093,"Astrology, palmistry and other fortune telling services"
96094,Training of pets and animals
96095,Care services for pets and animals
96099,Other personal service activities n.e.c.
97001,Activities of households as employers of domestic workers
97002,Activities of households as employers of other domestic personnel (eg housekeepers)
99010,Foreign embassies and trade representative offices
99020,Foreign armed forces
99090,Other extra-territorial organisations and bodies
